currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2025-12-26T19:14:18.739097+00:00,selenium_simple
Australian Dollar,2.466752,2.466752,2025-12-26T19:14:18.739097+00:00,selenium_simple
Brazilian Real,0.661569,0.661569,2025-12-26T19:14:18.739097+00:00,selenium_simple
Canadian Dollar,2.689688,2.689688,2025-12-26T19:14:18.739097+00:00,selenium_simple
Swiss Franc,4.658759,4.658759,2025-12-26T19:14:18.739097+00:00,selenium_simple
Chinese Yuan - Offshore,0.524441,0.524441,2025-12-26T19:14:18.739097+00:00,selenium_simple
Chinese Yuan,0.524119,0.524119,2025-12-26T19:14:18.739097+00:00,selenium_simple
Euro,4.330778,4.330778,2025-12-26T19:14:18.739097+00:00,selenium_simple
GB Pound,4.965522,4.965522,2025-12-26T19:14:18.739097+00:00,selenium_simple
Japanese Yen,0.023496,0.023496,2025-12-26T19:14:18.739097+00:00,selenium_simple
Singapore Dollar,2.862655,2.862655,2025-12-26T19:14:18.739097+00:00,selenium_simple
