currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-06-25T19:35:58.065315+00:00,selenium_simple
Australian Dollar,2.531362,2.531362,2026-06-25T19:35:58.065315+00:00,selenium_simple
Brazilian Real,0.706495,0.706495,2026-06-25T19:35:58.065315+00:00,selenium_simple
Canadian Dollar,2.584448,2.584448,2026-06-25T19:35:58.065315+00:00,selenium_simple
Swiss Franc,4.528918,4.528918,2026-06-25T19:35:58.065315+00:00,selenium_simple
Chinese Yuan - Offshore,0.539915,0.539915,2026-06-25T19:35:58.065315+00:00,selenium_simple
Chinese Yuan,0.540217,0.540217,2026-06-25T19:35:58.065315+00:00,selenium_simple
Euro,4.174719,4.174719,2026-06-25T19:35:58.065315+00:00,selenium_simple
GB Pound,4.846042,4.846042,2026-06-25T19:35:58.065315+00:00,selenium_simple
Japanese Yen,0.022709,0.022709,2026-06-25T19:35:58.065315+00:00,selenium_simple
Singapore Dollar,2.833719,2.833719,2026-06-25T19:35:58.065315+00:00,selenium_simple
