currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-08-03T19:32:50.058410+00:00,selenium_simple
Australian Dollar,2.566925,2.566925,2026-08-03T19:32:50.058410+00:00,selenium_simple
Brazilian Real,0.724359,0.724359,2026-08-03T19:32:50.058410+00:00,selenium_simple
Canadian Dollar,2.61481,2.61481,2026-08-03T19:32:50.058410+00:00,selenium_simple
Swiss Franc,4.537312,4.537312,2026-08-03T19:32:50.058410+00:00,selenium_simple
Chinese Yuan - Offshore,0.54372,0.54372,2026-08-03T19:32:50.058410+00:00,selenium_simple
Chinese Yuan,0.543865,0.543865,2026-08-03T19:32:50.058410+00:00,selenium_simple
Euro,4.231478,4.231478,2026-08-03T19:32:50.058410+00:00,selenium_simple
GB Pound,4.939143,4.939143,2026-08-03T19:32:50.058410+00:00,selenium_simple
Japanese Yen,0.023468,0.023468,2026-08-03T19:32:50.058410+00:00,selenium_simple
Singapore Dollar,2.864888,2.864888,2026-08-03T19:32:50.058410+00:00,selenium_simple
