currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2025-10-18T19:12:16.418373+00:00,selenium_simple
Australian Dollar,2.377792,2.377792,2025-10-18T19:12:16.418373+00:00,selenium_simple
Brazilian Real,0.673779,0.673779,2025-10-18T19:12:16.418373+00:00,selenium_simple
Canadian Dollar,2.61481,2.61481,2025-10-18T19:12:16.418373+00:00,selenium_simple
Swiss Franc,4.639924,4.639924,2025-10-18T19:12:16.418373+00:00,selenium_simple
Chinese Yuan - Offshore,0.515186,0.515186,2025-10-18T19:12:16.418373+00:00,selenium_simple
Chinese Yuan,0.515468,0.515468,2025-10-18T19:12:16.418373+00:00,selenium_simple
Euro,4.286298,4.286298,2025-10-18T19:12:16.418373+00:00,selenium_simple
GB Pound,4.923536,4.923536,2025-10-18T19:12:16.418373+00:00,selenium_simple
Japanese Yen,0.024417,0.024417,2025-10-18T19:12:16.418373+00:00,selenium_simple
Singapore Dollar,2.833282,2.833282,2025-10-18T19:12:16.418373+00:00,selenium_simple
