currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-06-27T19:31:50.505593+00:00,selenium_simple
Australian Dollar,2.538887,2.538887,2026-06-27T19:31:50.505593+00:00,selenium_simple
Brazilian Real,0.710128,0.710128,2026-06-27T19:31:50.505593+00:00,selenium_simple
Canadian Dollar,2.591012,2.591012,2026-06-27T19:31:50.505593+00:00,selenium_simple
Swiss Franc,4.551934,4.551934,2026-06-27T19:31:50.505593+00:00,selenium_simple
Chinese Yuan - Offshore,0.539756,0.539756,2026-06-27T19:31:50.505593+00:00,selenium_simple
Chinese Yuan,0.540217,0.540217,2026-06-27T19:31:50.505593+00:00,selenium_simple
Euro,4.195225,4.195225,2026-06-27T19:31:50.505593+00:00,selenium_simple
GB Pound,4.857432,4.857432,2026-06-27T19:31:50.505593+00:00,selenium_simple
Japanese Yen,0.022722,0.022722,2026-06-27T19:31:50.505593+00:00,selenium_simple
Singapore Dollar,2.840074,2.840074,2026-06-27T19:31:50.505593+00:00,selenium_simple
