currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2025-12-17T19:17:52.727115+00:00,selenium_simple
Australian Dollar,2.432603,2.432603,2025-12-17T19:17:52.727115+00:00,selenium_simple
Brazilian Real,0.667982,0.667982,2025-12-17T19:17:52.727115+00:00,selenium_simple
Canadian Dollar,2.665675,2.665675,2025-12-17T19:17:52.727115+00:00,selenium_simple
Swiss Franc,4.615433,4.615433,2025-12-17T19:17:52.727115+00:00,selenium_simple
Chinese Yuan - Offshore,0.521877,0.521877,2025-12-17T19:17:52.727115+00:00,selenium_simple
Chinese Yuan,0.521388,0.521388,2025-12-17T19:17:52.727115+00:00,selenium_simple
Euro,4.309434,4.309434,2025-12-17T19:17:52.727115+00:00,selenium_simple
GB Pound,4.907135,4.907135,2025-12-17T19:17:52.727115+00:00,selenium_simple
Japanese Yen,0.023631,0.023631,2025-12-17T19:17:52.727115+00:00,selenium_simple
Singapore Dollar,2.845796,2.845796,2025-12-17T19:17:52.727115+00:00,selenium_simple
