currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-02-18T19:45:24.673999+00:00,selenium_simple
Australian Dollar,2.591195,2.591195,2026-02-18T19:45:24.673999+00:00,selenium_simple
Brazilian Real,0.703153,0.703153,2026-02-18T19:45:24.673999+00:00,selenium_simple
Canadian Dollar,2.686933,2.686933,2026-02-18T19:45:24.673999+00:00,selenium_simple
Swiss Franc,4.75959,4.75959,2026-02-18T19:45:24.673999+00:00,selenium_simple
Chinese Yuan - Offshore,0.533143,0.533143,2026-02-18T19:45:24.673999+00:00,selenium_simple
Chinese Yuan,0.531576,0.531576,2026-02-18T19:45:24.673999+00:00,selenium_simple
Euro,4.342556,4.342556,2026-02-18T19:45:24.673999+00:00,selenium_simple
GB Pound,4.977636,4.977636,2026-02-18T19:45:24.673999+00:00,selenium_simple
Japanese Yen,0.023857,0.023857,2026-02-18T19:45:24.673999+00:00,selenium_simple
Singapore Dollar,2.902933,2.902933,2026-02-18T19:45:24.673999+00:00,selenium_simple
