currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-02-05T19:36:07.597850+00:00,selenium_simple
Australian Dollar,2.558877,2.558877,2026-02-05T19:36:07.597850+00:00,selenium_simple
Brazilian Real,0.699564,0.699564,2026-02-05T19:36:07.597850+00:00,selenium_simple
Canadian Dollar,2.686736,2.686736,2026-02-05T19:36:07.597850+00:00,selenium_simple
Swiss Franc,4.737487,4.737487,2026-02-05T19:36:07.597850+00:00,selenium_simple
Chinese Yuan - Offshore,0.529507,0.529507,2026-02-05T19:36:07.597850+00:00,selenium_simple
Chinese Yuan,0.529316,0.529316,2026-02-05T19:36:07.597850+00:00,selenium_simple
Euro,4.335891,4.335891,2026-02-05T19:36:07.597850+00:00,selenium_simple
GB Pound,4.986883,4.986883,2026-02-05T19:36:07.597850+00:00,selenium_simple
Japanese Yen,0.023439,0.023439,2026-02-05T19:36:07.597850+00:00,selenium_simple
Singapore Dollar,2.885824,2.885824,2026-02-05T19:36:07.597850+00:00,selenium_simple
