currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-07-02T19:31:46.767705+00:00,selenium_simple
Australian Dollar,2.548224,2.548224,2026-07-02T19:31:46.767705+00:00,selenium_simple
Brazilian Real,0.708416,0.708416,2026-07-02T19:31:46.767705+00:00,selenium_simple
Canadian Dollar,2.591012,2.591012,2026-07-02T19:31:46.767705+00:00,selenium_simple
Swiss Franc,4.574044,4.574044,2026-07-02T19:31:46.767705+00:00,selenium_simple
Chinese Yuan - Offshore,0.541315,0.541315,2026-07-02T19:31:46.767705+00:00,selenium_simple
Chinese Yuan,0.540941,0.540941,2026-07-02T19:31:46.767705+00:00,selenium_simple
Euro,4.204832,4.204832,2026-07-02T19:31:46.767705+00:00,selenium_simple
GB Pound,4.91215,4.91215,2026-07-02T19:31:46.767705+00:00,selenium_simple
Japanese Yen,0.022826,0.022826,2026-07-02T19:31:46.767705+00:00,selenium_simple
Singapore Dollar,2.844474,2.844474,2026-07-02T19:31:46.767705+00:00,selenium_simple
