currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-04-21T19:29:32.595276+00:00,selenium_simple
Australian Dollar,2.634694,2.634694,2026-04-21T19:29:32.595276+00:00,selenium_simple
Brazilian Real,0.741335,0.741335,2026-04-21T19:29:32.595276+00:00,selenium_simple
Canadian Dollar,2.692646,2.692646,2026-04-21T19:29:32.595276+00:00,selenium_simple
Swiss Franc,4.712563,4.712563,2026-04-21T19:29:32.595276+00:00,selenium_simple
Chinese Yuan - Offshore,0.538743,0.538743,2026-04-21T19:29:32.595276+00:00,selenium_simple
Chinese Yuan,0.538766,0.538766,2026-04-21T19:29:32.595276+00:00,selenium_simple
Euro,4.320588,4.320588,2026-04-21T19:29:32.595276+00:00,selenium_simple
GB Pound,4.96614,4.96614,2026-04-21T19:29:32.595276+00:00,selenium_simple
Japanese Yen,0.023082,0.023082,2026-04-21T19:29:32.595276+00:00,selenium_simple
Singapore Dollar,2.888548,2.888548,2026-04-21T19:29:32.595276+00:00,selenium_simple
