currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-01-22T19:22:25.175888+00:00,selenium_simple
Australian Dollar,2.502726,2.502726,2026-01-22T19:22:25.175888+00:00,selenium_simple
Brazilian Real,0.689581,0.689581,2026-01-22T19:22:25.175888+00:00,selenium_simple
Canadian Dollar,2.659883,2.659883,2026-01-22T19:22:25.175888+00:00,selenium_simple
Swiss Franc,4.634069,4.634069,2026-01-22T19:22:25.175888+00:00,selenium_simple
Chinese Yuan - Offshore,0.52672,0.52672,2026-01-22T19:22:25.175888+00:00,selenium_simple
Chinese Yuan,0.526667,0.526667,2026-01-22T19:22:25.175888+00:00,selenium_simple
Euro,4.302871,4.302871,2026-01-22T19:22:25.175888+00:00,selenium_simple
GB Pound,4.929967,4.929967,2026-01-22T19:22:25.175888+00:00,selenium_simple
Japanese Yen,0.023141,0.023141,2026-01-22T19:22:25.175888+00:00,selenium_simple
Singapore Dollar,2.861986,2.861986,2026-01-22T19:22:25.175888+00:00,selenium_simple
