currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2025-10-12T19:11:53.460307+00:00,selenium_simple
Australian Dollar,2.403783,2.403783,2025-10-12T19:11:53.460307+00:00,selenium_simple
Brazilian Real,0.672533,0.672533,2025-10-12T19:11:53.460307+00:00,selenium_simple
Canadian Dollar,2.624714,2.624714,2025-10-12T19:11:53.460307+00:00,selenium_simple
Swiss Franc,4.560412,4.560412,2025-10-12T19:11:53.460307+00:00,selenium_simple
Chinese Yuan - Offshore,0.515214,0.515214,2025-10-12T19:11:53.460307+00:00,selenium_simple
Chinese Yuan,0.515605,0.515605,2025-10-12T19:11:53.460307+00:00,selenium_simple
Euro,4.24812,4.24812,2025-10-12T19:11:53.460307+00:00,selenium_simple
GB Pound,4.875611,4.875611,2025-10-12T19:11:53.460307+00:00,selenium_simple
Japanese Yen,0.024058,0.024058,2025-10-12T19:11:53.460307+00:00,selenium_simple
Singapore Dollar,2.829353,2.829353,2025-10-12T19:11:53.460307+00:00,selenium_simple
