currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-02-19T19:36:50.116742+00:00,selenium_simple
Australian Dollar,2.590098,2.590098,2026-02-19T19:36:50.116742+00:00,selenium_simple
Brazilian Real,0.703773,0.703773,2026-02-19T19:36:50.116742+00:00,selenium_simple
Canadian Dollar,2.683007,2.683007,2026-02-19T19:36:50.116742+00:00,selenium_simple
Swiss Franc,4.739321,4.739321,2026-02-19T19:36:50.116742+00:00,selenium_simple
Chinese Yuan - Offshore,0.532177,0.532177,2026-02-19T19:36:50.116742+00:00,selenium_simple
Chinese Yuan,0.531576,0.531576,2026-02-19T19:36:50.116742+00:00,selenium_simple
Euro,4.319064,4.319064,2026-02-19T19:36:50.116742+00:00,selenium_simple
GB Pound,4.942799,4.942799,2026-02-19T19:36:50.116742+00:00,selenium_simple
Japanese Yen,0.023703,0.023703,2026-02-19T19:36:50.116742+00:00,selenium_simple
Singapore Dollar,2.894467,2.894467,2026-02-19T19:36:50.116742+00:00,selenium_simple
