currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-04-02T19:22:59.826623+00:00,selenium_simple
Australian Dollar,2.532584,2.532584,2026-04-02T19:22:59.826623+00:00,selenium_simple
Brazilian Real,0.71178,0.71178,2026-04-02T19:22:59.826623+00:00,selenium_simple
Canadian Dollar,2.638101,2.638101,2026-04-02T19:22:59.826623+00:00,selenium_simple
Swiss Franc,4.591199,4.591199,2026-04-02T19:22:59.826623+00:00,selenium_simple
Chinese Yuan - Offshore,0.532501,0.532501,2026-04-02T19:22:59.826623+00:00,selenium_simple
Chinese Yuan,0.532717,0.532717,2026-04-02T19:22:59.826623+00:00,selenium_simple
Euro,4.234894,4.234894,2026-04-02T19:22:59.826623+00:00,selenium_simple
GB Pound,4.854857,4.854857,2026-04-02T19:22:59.826623+00:00,selenium_simple
Japanese Yen,0.023029,0.023029,2026-04-02T19:22:59.826623+00:00,selenium_simple
Singapore Dollar,2.854644,2.854644,2026-04-02T19:22:59.826623+00:00,selenium_simple
