currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-02-13T19:40:23.603578+00:00,selenium_simple
Australian Dollar,2.597058,2.597058,2026-02-13T19:40:23.603578+00:00,selenium_simple
Brazilian Real,0.703679,0.703679,2026-02-13T19:40:23.603578+00:00,selenium_simple
Canadian Dollar,2.699772,2.699772,2026-02-13T19:40:23.603578+00:00,selenium_simple
Swiss Franc,4.778168,4.778168,2026-02-13T19:40:23.603578+00:00,selenium_simple
Chinese Yuan - Offshore,0.531969,0.531969,2026-02-13T19:40:23.603578+00:00,selenium_simple
Chinese Yuan,0.531576,0.531576,2026-02-13T19:40:23.603578+00:00,selenium_simple
Euro,4.35905,4.35905,2026-02-13T19:40:23.603578+00:00,selenium_simple
GB Pound,5.006817,5.006817,2026-02-13T19:40:23.603578+00:00,selenium_simple
Japanese Yen,0.023988,0.023988,2026-02-13T19:40:23.603578+00:00,selenium_simple
Singapore Dollar,2.908681,2.908681,2026-02-13T19:40:23.603578+00:00,selenium_simple
