currency,rate,rate_float,extraction_timestamp,extraction_method
US Dollar,3.6725,3.6725,2026-01-06T19:14:20.451513+00:00,selenium_simple
Australian Dollar,2.470402,2.470402,2026-01-06T19:14:20.451513+00:00,selenium_simple
Brazilian Real,0.680836,0.680836,2026-01-06T19:14:20.451513+00:00,selenium_simple
Canadian Dollar,2.666449,2.666449,2026-01-06T19:14:20.451513+00:00,selenium_simple
Swiss Franc,4.631732,4.631732,2026-01-06T19:14:20.451513+00:00,selenium_simple
Chinese Yuan - Offshore,0.526063,0.526063,2026-01-06T19:14:20.451513+00:00,selenium_simple
Chinese Yuan,0.525792,0.525792,2026-01-06T19:14:20.451513+00:00,selenium_simple
Euro,4.301359,4.301359,2026-01-06T19:14:20.451513+00:00,selenium_simple
GB Pound,4.967053,4.967053,2026-01-06T19:14:20.451513+00:00,selenium_simple
Japanese Yen,0.023495,0.023495,2026-01-06T19:14:20.451513+00:00,selenium_simple
Singapore Dollar,2.870935,2.870935,2026-01-06T19:14:20.451513+00:00,selenium_simple
